"","Fecha_Recepcion","Regional","Ind_Covid","Codigo_Sede_Atiende_Op","Nombre_Sede_Atiende","Mes_Id","num_dia","Dia_semana","Ind_Atencion","num_pacientes","variable","value","total","partic"
"1915",2020-06-02,"ANTIOQUIA","N",2161,"Salud Sura Industriales",202006,3,"Martes","S",42,"UrgenciasNocovidAntioquia",540.926552343279,2909,0.123724055801293
"1916",2020-06-02,"ANTIOQUIA","N",9955,"Urgencias Molinos",202006,3,"Martes","S",182,"UrgenciasNocovidAntioquia",540.926552343279,6059,0.257698196665533
"1917",2020-06-02,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202006,3,"Martes","S",295,"UrgenciasNocovidAntioquia",540.926552343279,8255,0.351097312010888
"1918",2020-06-02,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",202006,3,"Martes","S",104,"UrgenciasNocovidAntioquia",540.926552343279,2013,0.0856158557332426
"1919",2020-06-02,"ANTIOQUIA","N",143877,"Urgencias San Diego",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",540.926552343279,4276,0.181864579789044
"1920",2020-06-02,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",37.0713080661939,180,0.0297029702970297
"1921",2020-06-02,"ANTIOQUIA","S",9955,"Urgencias Molinos",NA,NA,NA,NA,NA,"Ux_Antioquia",37.0713080661939,2728,0.45016501650165
"1922",2020-06-02,"ANTIOQUIA","S",25987,"Urgencias Cordoba",NA,NA,NA,NA,NA,"Ux_Antioquia",37.0713080661939,3152,0.52013201320132
"1923",2020-06-02,"CENTRO","N",2278,"Salud Sura Calle 100",202006,3,"Martes","S",14,"UrgenciasNocovidCentro",0.494369709443732,964,1
"1924",2020-06-02,"CENTRO","S",2278,"Salud Sura Calle 100",NA,NA,NA,NA,NA,"Ux_Centro",10.5364736551516,117,0.206713780918728
"1925",2020-06-02,"CENTRO","S",143856,"IPS Sura Olaya - Urgencias COVID",NA,NA,NA,NA,NA,"Ux_Centro",10.5364736551516,449,0.793286219081272
"1926",2020-06-02,"NORTE","N",121717,"Urgencias Salud SURA Barranquilla",202006,3,"Martes","S",5,"UrgenciasNocovidNorte",136.685166346189,96,0.0291350531107739
"1927",2020-06-02,"NORTE","N",122078,"Urgencias Altos del Prado",202006,3,"Martes","S",113,"UrgenciasNocovidNorte",136.685166346189,1454,0.441274658573596
"1928",2020-06-02,"NORTE","N",144080,"Urgencias Altos del Prado - No COVID",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",136.685166346189,1745,0.52959028831563
"1929",2020-06-02,"NORTE","S",121717,"Urgencias Salud SURA Barranquilla",NA,NA,NA,NA,NA,"Ux_Norte",16.4700892861404,299,0.0812941816204459
"1930",2020-06-02,"NORTE","S",122078,"Urgencias Altos del Prado",NA,NA,NA,NA,NA,"Ux_Norte",16.4700892861404,3379,0.918705818379554
"1931",2020-06-02,"OCCIDENTE","N",1130,"Salud Sura Chipichape",202006,3,"Martes","S",19,"UrgenciasNocovidOccidente",13.5231993534835,1413,0.134328358208955
"1932",2020-06-02,"OCCIDENTE","N",2669,"Urgencias Paso Ancho",202006,3,"Martes","S",126,"UrgenciasNocovidOccidente",13.5231993534835,7806,0.742085749595969
"1933",2020-06-02,"OCCIDENTE","N",143633,"Urgencias Norte Confandi",202006,3,"Martes","S",20,"UrgenciasNocovidOccidente",13.5231993534835,1300,0.123585892195076
"1934",2020-06-02,"OCCIDENTE","S",1130,"Salud Sura Chipichape",NA,NA,NA,NA,NA,"Ux_occidente",30.965239590686,112,0.0471777590564448
"1935",2020-06-02,"OCCIDENTE","S",2669,"Urgencias Paso Ancho",NA,NA,NA,NA,NA,"Ux_occidente",30.965239590686,1630,0.686604886267902
"1936",2020-06-02,"OCCIDENTE","S",143633,"Urgencias Norte Confandi",NA,NA,NA,NA,NA,"Ux_occidente",30.965239590686,632,0.266217354675653
"1937",2020-06-03,"ANTIOQUIA","N",2161,"Salud Sura Industriales",202006,4,"Miercoles","S",42,"UrgenciasNocovidAntioquia",540.88537852785,2909,0.123724055801293
"1938",2020-06-03,"ANTIOQUIA","N",9955,"Urgencias Molinos",202006,4,"Miercoles","S",161,"UrgenciasNocovidAntioquia",540.88537852785,6059,0.257698196665533
"1939",2020-06-03,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202006,4,"Miercoles","S",254,"UrgenciasNocovidAntioquia",540.88537852785,8255,0.351097312010888
"1940",2020-06-03,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",202006,4,"Miercoles","S",89,"UrgenciasNocovidAntioquia",540.88537852785,2013,0.0856158557332426
"1941",2020-06-03,"ANTIOQUIA","N",143877,"Urgencias San Diego",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",540.88537852785,4276,0.181864579789044
"1942",2020-06-03,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",50.8869175618302,180,0.0297029702970297
"1943",2020-06-03,"ANTIOQUIA","S",9955,"Urgencias Molinos",NA,NA,NA,NA,NA,"Ux_Antioquia",50.8869175618302,2728,0.45016501650165
"1944",2020-06-03,"ANTIOQUIA","S",25987,"Urgencias Cordoba",NA,NA,NA,NA,NA,"Ux_Antioquia",50.8869175618302,3152,0.52013201320132
"1945",2020-06-03,"CENTRO","N",2278,"Salud Sura Calle 100",202006,4,"Miercoles","S",21,"UrgenciasNocovidCentro",0.722540344571608,964,1
"1946",2020-06-03,"CENTRO","S",2278,"Salud Sura Calle 100",NA,NA,NA,NA,NA,"Ux_Centro",10.8273766387254,117,0.206713780918728
"1947",2020-06-03,"CENTRO","S",143856,"IPS Sura Olaya - Urgencias COVID",NA,NA,NA,NA,NA,"Ux_Centro",10.8273766387254,449,0.793286219081272
"1948",2020-06-03,"NORTE","N",121717,"Urgencias Salud SURA Barranquilla",202006,4,"Miercoles","S",7,"UrgenciasNocovidNorte",136.680565341516,96,0.0291350531107739
"1949",2020-06-03,"NORTE","N",122078,"Urgencias Altos del Prado",202006,4,"Miercoles","S",127,"UrgenciasNocovidNorte",136.680565341516,1454,0.441274658573596
"1950",2020-06-03,"NORTE","N",144080,"Urgencias Altos del Prado - No COVID",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",136.680565341516,1745,0.52959028831563
"1951",2020-06-03,"NORTE","S",121717,"Urgencias Salud SURA Barranquilla",NA,NA,NA,NA,NA,"Ux_Norte",51.4512537152749,299,0.0812941816204459
"1952",2020-06-03,"NORTE","S",122078,"Urgencias Altos del Prado",NA,NA,NA,NA,NA,"Ux_Norte",51.4512537152749,3379,0.918705818379554
"1953",2020-06-03,"OCCIDENTE","N",1130,"Salud Sura Chipichape",202006,4,"Miercoles","S",20,"UrgenciasNocovidOccidente",11.0644358346683,1413,0.134328358208955
"1954",2020-06-03,"OCCIDENTE","N",2669,"Urgencias Paso Ancho",202006,4,"Miercoles","S",133,"UrgenciasNocovidOccidente",11.0644358346683,7806,0.742085749595969
"1955",2020-06-03,"OCCIDENTE","N",143633,"Urgencias Norte Confandi",202006,4,"Miercoles","S",26,"UrgenciasNocovidOccidente",11.0644358346683,1300,0.123585892195076
"1956",2020-06-03,"OCCIDENTE","S",1130,"Salud Sura Chipichape",NA,NA,NA,NA,NA,"Ux_occidente",8.32675189076908,112,0.0471777590564448
"1957",2020-06-03,"OCCIDENTE","S",2669,"Urgencias Paso Ancho",NA,NA,NA,NA,NA,"Ux_occidente",8.32675189076908,1630,0.686604886267902
"1958",2020-06-03,"OCCIDENTE","S",143633,"Urgencias Norte Confandi",NA,NA,NA,NA,NA,"Ux_occidente",8.32675189076908,632,0.266217354675653
"1959",2020-06-04,"ANTIOQUIA","N",2161,"Salud Sura Industriales",202006,5,"Jueves","S",40,"UrgenciasNocovidAntioquia",540.804779086968,2909,0.123724055801293
"1960",2020-06-04,"ANTIOQUIA","N",9955,"Urgencias Molinos",202006,5,"Jueves","S",151,"UrgenciasNocovidAntioquia",540.804779086968,6059,0.257698196665533
"1961",2020-06-04,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202006,5,"Jueves","S",268,"UrgenciasNocovidAntioquia",540.804779086968,8255,0.351097312010888
"1962",2020-06-04,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",202006,5,"Jueves","S",144,"UrgenciasNocovidAntioquia",540.804779086968,2013,0.0856158557332426
"1963",2020-06-04,"ANTIOQUIA","N",143877,"Urgencias San Diego",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",540.804779086968,4276,0.181864579789044
"1964",2020-06-04,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",43.6432394270885,180,0.0297029702970297
"1965",2020-06-04,"ANTIOQUIA","S",9955,"Urgencias Molinos",NA,NA,NA,NA,NA,"Ux_Antioquia",43.6432394270885,2728,0.45016501650165
"1966",2020-06-04,"ANTIOQUIA","S",25987,"Urgencias Cordoba",NA,NA,NA,NA,NA,"Ux_Antioquia",43.6432394270885,3152,0.52013201320132
"1967",2020-06-04,"CENTRO","N",2278,"Salud Sura Calle 100",202006,5,"Jueves","S",14,"UrgenciasNocovidCentro",1.06479629726342,964,1
"1968",2020-06-04,"CENTRO","S",2278,"Salud Sura Calle 100",NA,NA,NA,NA,NA,"Ux_Centro",11.2825296449286,117,0.206713780918728
"1969",2020-06-04,"CENTRO","S",143856,"IPS Sura Olaya - Urgencias COVID",NA,NA,NA,NA,NA,"Ux_Centro",11.2825296449286,449,0.793286219081272
"1970",2020-06-04,"NORTE","N",121717,"Urgencias Salud SURA Barranquilla",202006,5,"Jueves","S",4,"UrgenciasNocovidNorte",136.600587895609,96,0.0291350531107739
"1971",2020-06-04,"NORTE","N",122078,"Urgencias Altos del Prado",202006,5,"Jueves","S",131,"UrgenciasNocovidNorte",136.600587895609,1454,0.441274658573596
"1972",2020-06-04,"NORTE","N",144080,"Urgencias Altos del Prado - No COVID",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",136.600587895609,1745,0.52959028831563
"1973",2020-06-04,"NORTE","S",121717,"Urgencias Salud SURA Barranquilla",NA,NA,NA,NA,NA,"Ux_Norte",14.0293644419212,299,0.0812941816204459
"1974",2020-06-04,"NORTE","S",122078,"Urgencias Altos del Prado",NA,NA,NA,NA,NA,"Ux_Norte",14.0293644419212,3379,0.918705818379554
"1975",2020-06-04,"OCCIDENTE","N",1130,"Salud Sura Chipichape",202006,5,"Jueves","S",21,"UrgenciasNocovidOccidente",19.6701081505215,1413,0.134328358208955
"1976",2020-06-04,"OCCIDENTE","N",2669,"Urgencias Paso Ancho",202006,5,"Jueves","S",162,"UrgenciasNocovidOccidente",19.6701081505215,7806,0.742085749595969
"1977",2020-06-04,"OCCIDENTE","N",143633,"Urgencias Norte Confandi",202006,5,"Jueves","S",22,"UrgenciasNocovidOccidente",19.6701081505215,1300,0.123585892195076
"1978",2020-06-04,"OCCIDENTE","S",1130,"Salud Sura Chipichape",NA,NA,NA,NA,NA,"Ux_occidente",43.2367658943998,112,0.0471777590564448
"1979",2020-06-04,"OCCIDENTE","S",2669,"Urgencias Paso Ancho",NA,NA,NA,NA,NA,"Ux_occidente",43.2367658943998,1630,0.686604886267902
"1980",2020-06-04,"OCCIDENTE","S",143633,"Urgencias Norte Confandi",NA,NA,NA,NA,NA,"Ux_occidente",43.2367658943998,632,0.266217354675653
"1981",2020-06-05,"ANTIOQUIA","N",2161,"Salud Sura Industriales",202006,6,"Viernes","S",34,"UrgenciasNocovidAntioquia",540.797041324569,2909,0.123724055801293
"1982",2020-06-05,"ANTIOQUIA","N",9955,"Urgencias Molinos",202006,6,"Viernes","S",171,"UrgenciasNocovidAntioquia",540.797041324569,6059,0.257698196665533
"1983",2020-06-05,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202006,6,"Viernes","S",260,"UrgenciasNocovidAntioquia",540.797041324569,8255,0.351097312010888
"1984",2020-06-05,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",202006,6,"Viernes","S",136,"UrgenciasNocovidAntioquia",540.797041324569,2013,0.0856158557332426
"1985",2020-06-05,"ANTIOQUIA","N",143877,"Urgencias San Diego",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",540.797041324569,4276,0.181864579789044
"1986",2020-06-05,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",17.308165481612,180,0.0297029702970297
"1987",2020-06-05,"ANTIOQUIA","S",9955,"Urgencias Molinos",NA,NA,NA,NA,NA,"Ux_Antioquia",17.308165481612,2728,0.45016501650165
"1988",2020-06-05,"ANTIOQUIA","S",25987,"Urgencias Cordoba",NA,NA,NA,NA,NA,"Ux_Antioquia",17.308165481612,3152,0.52013201320132
"1989",2020-06-05,"CENTRO","N",2278,"Salud Sura Calle 100",202006,6,"Viernes","S",15,"UrgenciasNocovidCentro",0.60845502700767,964,1
"1990",2020-06-05,"CENTRO","S",2278,"Salud Sura Calle 100",NA,NA,NA,NA,NA,"Ux_Centro",10.9685075228785,117,0.206713780918728
"1991",2020-06-05,"CENTRO","S",143856,"IPS Sura Olaya - Urgencias COVID",NA,NA,NA,NA,NA,"Ux_Centro",10.9685075228785,449,0.793286219081272
"1992",2020-06-05,"NORTE","N",121717,"Urgencias Salud SURA Barranquilla",202006,6,"Viernes","S",9,"UrgenciasNocovidNorte",136.521803325325,96,0.0291350531107739
"1993",2020-06-05,"NORTE","N",122078,"Urgencias Altos del Prado",202006,6,"Viernes","S",131,"UrgenciasNocovidNorte",136.521803325325,1454,0.441274658573596
"1994",2020-06-05,"NORTE","N",144080,"Urgencias Altos del Prado - No COVID",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",136.521803325325,1745,0.52959028831563
"1995",2020-06-05,"NORTE","S",121717,"Urgencias Salud SURA Barranquilla",NA,NA,NA,NA,NA,"Ux_Norte",57.5372817414286,299,0.0812941816204459
"1996",2020-06-05,"NORTE","S",122078,"Urgencias Altos del Prado",NA,NA,NA,NA,NA,"Ux_Norte",57.5372817414286,3379,0.918705818379554
"1997",2020-06-05,"OCCIDENTE","N",1130,"Salud Sura Chipichape",202006,6,"Viernes","S",26,"UrgenciasNocovidOccidente",1.22938175940759,1413,0.134328358208955
"1998",2020-06-05,"OCCIDENTE","N",2669,"Urgencias Paso Ancho",202006,6,"Viernes","S",138,"UrgenciasNocovidOccidente",1.22938175940759,7806,0.742085749595969
"1999",2020-06-05,"OCCIDENTE","N",143633,"Urgencias Norte Confandi",202006,6,"Viernes","S",16,"UrgenciasNocovidOccidente",1.22938175940759,1300,0.123585892195076
"2000",2020-06-05,"OCCIDENTE","S",1130,"Salud Sura Chipichape",NA,NA,NA,NA,NA,"Ux_occidente",21.0949195960078,112,0.0471777590564448
"2001",2020-06-05,"OCCIDENTE","S",2669,"Urgencias Paso Ancho",NA,NA,NA,NA,NA,"Ux_occidente",21.0949195960078,1630,0.686604886267902
"2002",2020-06-05,"OCCIDENTE","S",143633,"Urgencias Norte Confandi",NA,NA,NA,NA,NA,"Ux_occidente",21.0949195960078,632,0.266217354675653
"2003",2020-06-06,"ANTIOQUIA","N",2161,"Salud Sura Industriales",202006,7,"Sabado","S",51,"UrgenciasNocovidAntioquia",540.80377186967,2909,0.123724055801293
"2004",2020-06-06,"ANTIOQUIA","N",9955,"Urgencias Molinos",202006,7,"Sabado","S",158,"UrgenciasNocovidAntioquia",540.80377186967,6059,0.257698196665533
"2005",2020-06-06,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202006,7,"Sabado","S",244,"UrgenciasNocovidAntioquia",540.80377186967,8255,0.351097312010888
"2006",2020-06-06,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",202006,7,"Sabado","S",118,"UrgenciasNocovidAntioquia",540.80377186967,2013,0.0856158557332426
"2007",2020-06-06,"ANTIOQUIA","N",143877,"Urgencias San Diego",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",540.80377186967,4276,0.181864579789044
"2008",2020-06-06,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",50.2109852159971,180,0.0297029702970297
"2009",2020-06-06,"ANTIOQUIA","S",9955,"Urgencias Molinos",NA,NA,NA,NA,NA,"Ux_Antioquia",50.2109852159971,2728,0.45016501650165
"2010",2020-06-06,"ANTIOQUIA","S",25987,"Urgencias Cordoba",NA,NA,NA,NA,NA,"Ux_Antioquia",50.2109852159971,3152,0.52013201320132
"2011",2020-06-06,"CENTRO","N",2278,"Salud Sura Calle 100",202006,7,"Sabado","S",15,"UrgenciasNocovidCentro",0.722540344571608,964,1
"2012",2020-06-06,"CENTRO","S",2278,"Salud Sura Calle 100",NA,NA,NA,NA,NA,"Ux_Centro",11.4789934965924,117,0.206713780918728
"2013",2020-06-06,"CENTRO","S",143856,"IPS Sura Olaya - Urgencias COVID",NA,NA,NA,NA,NA,"Ux_Centro",11.4789934965924,449,0.793286219081272
"2014",2020-06-06,"NORTE","N",121717,"Urgencias Salud SURA Barranquilla",202006,7,"Sabado","S",8,"UrgenciasNocovidNorte",136.558986801878,96,0.0291350531107739
"2015",2020-06-06,"NORTE","N",122078,"Urgencias Altos del Prado",202006,7,"Sabado","S",121,"UrgenciasNocovidNorte",136.558986801878,1454,0.441274658573596
"2016",2020-06-06,"NORTE","N",144080,"Urgencias Altos del Prado - No COVID",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",136.558986801878,1745,0.52959028831563
"2017",2020-06-06,"NORTE","S",121717,"Urgencias Salud SURA Barranquilla",NA,NA,NA,NA,NA,"Ux_Norte",47.7483227673414,299,0.0812941816204459
"2018",2020-06-06,"NORTE","S",122078,"Urgencias Altos del Prado",NA,NA,NA,NA,NA,"Ux_Norte",47.7483227673414,3379,0.918705818379554
"2019",2020-06-06,"OCCIDENTE","N",1130,"Salud Sura Chipichape",202006,7,"Sabado","S",18,"UrgenciasNocovidOccidente",38.1108345416354,1413,0.134328358208955
"2020",2020-06-06,"OCCIDENTE","N",2669,"Urgencias Paso Ancho",202006,7,"Sabado","S",121,"UrgenciasNocovidOccidente",38.1108345416354,7806,0.742085749595969
"2021",2020-06-06,"OCCIDENTE","N",143633,"Urgencias Norte Confandi",202006,7,"Sabado","S",18,"UrgenciasNocovidOccidente",38.1108345416354,1300,0.123585892195076
"2022",2020-06-06,"OCCIDENTE","S",1130,"Salud Sura Chipichape",NA,NA,NA,NA,NA,"Ux_occidente",22.2581290008367,112,0.0471777590564448
"2023",2020-06-06,"OCCIDENTE","S",2669,"Urgencias Paso Ancho",NA,NA,NA,NA,NA,"Ux_occidente",22.2581290008367,1630,0.686604886267902
"2024",2020-06-06,"OCCIDENTE","S",143633,"Urgencias Norte Confandi",NA,NA,NA,NA,NA,"Ux_occidente",22.2581290008367,632,0.266217354675653
"2025",2020-06-07,"ANTIOQUIA","N",2161,"Salud Sura Industriales",202006,1,"Domingo","S",34,"UrgenciasNocovidAntioquia",540.75157389848,2909,0.123724055801293
"2026",2020-06-07,"ANTIOQUIA","N",9955,"Urgencias Molinos",202006,1,"Domingo","S",192,"UrgenciasNocovidAntioquia",540.75157389848,6059,0.257698196665533
"2027",2020-06-07,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202006,1,"Domingo","S",257,"UrgenciasNocovidAntioquia",540.75157389848,8255,0.351097312010888
"2028",2020-06-07,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",202006,1,"Domingo","S",115,"UrgenciasNocovidAntioquia",540.75157389848,2013,0.0856158557332426
"2029",2020-06-07,"ANTIOQUIA","N",143877,"Urgencias San Diego",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",540.75157389848,4276,0.181864579789044
"2030",2020-06-07,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",18.1048091040556,180,0.0297029702970297
"2031",2020-06-07,"ANTIOQUIA","S",9955,"Urgencias Molinos",NA,NA,NA,NA,NA,"Ux_Antioquia",18.1048091040556,2728,0.45016501650165
"2032",2020-06-07,"ANTIOQUIA","S",25987,"Urgencias Cordoba",NA,NA,NA,NA,NA,"Ux_Antioquia",18.1048091040556,3152,0.52013201320132
"2033",2020-06-07,"CENTRO","N",2278,"Salud Sura Calle 100",202006,1,"Domingo","S",17,"UrgenciasNocovidCentro",0.722540344571608,964,1
"2034",2020-06-07,"CENTRO","S",2278,"Salud Sura Calle 100",NA,NA,NA,NA,NA,"Ux_Centro",11.3318287223578,117,0.206713780918728
"2035",2020-06-07,"CENTRO","S",143856,"IPS Sura Olaya - Urgencias COVID",NA,NA,NA,NA,NA,"Ux_Centro",11.3318287223578,449,0.793286219081272
"2036",2020-06-07,"NORTE","N",121717,"Urgencias Salud SURA Barranquilla",202006,1,"Domingo","S",11,"UrgenciasNocovidNorte",136.428688926806,96,0.0291350531107739
"2037",2020-06-07,"NORTE","N",122078,"Urgencias Altos del Prado",202006,1,"Domingo","S",116,"UrgenciasNocovidNorte",136.428688926806,1454,0.441274658573596
"2038",2020-06-07,"NORTE","N",144080,"Urgencias Altos del Prado - No COVID",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",136.428688926806,1745,0.52959028831563
"2039",2020-06-07,"NORTE","S",121717,"Urgencias Salud SURA Barranquilla",NA,NA,NA,NA,NA,"Ux_Norte",45.4510580881997,299,0.0812941816204459
"2040",2020-06-07,"NORTE","S",122078,"Urgencias Altos del Prado",NA,NA,NA,NA,NA,"Ux_Norte",45.4510580881997,3379,0.918705818379554
"2041",2020-06-07,"OCCIDENTE","N",1130,"Salud Sura Chipichape",202006,1,"Domingo","S",19,"UrgenciasNocovidOccidente",24.5876351881518,1413,0.134328358208955
"2042",2020-06-07,"OCCIDENTE","N",2669,"Urgencias Paso Ancho",202006,1,"Domingo","S",120,"UrgenciasNocovidOccidente",24.5876351881518,7806,0.742085749595969
"2043",2020-06-07,"OCCIDENTE","N",143633,"Urgencias Norte Confandi",202006,1,"Domingo","S",18,"UrgenciasNocovidOccidente",24.5876351881518,1300,0.123585892195076
"2044",2020-06-07,"OCCIDENTE","S",1130,"Salud Sura Chipichape",NA,NA,NA,NA,NA,"Ux_occidente",37.9763072032631,112,0.0471777590564448
"2045",2020-06-07,"OCCIDENTE","S",2669,"Urgencias Paso Ancho",NA,NA,NA,NA,NA,"Ux_occidente",37.9763072032631,1630,0.686604886267902
"2046",2020-06-07,"OCCIDENTE","S",143633,"Urgencias Norte Confandi",NA,NA,NA,NA,NA,"Ux_occidente",37.9763072032631,632,0.266217354675653
"2047",2020-06-08,"ANTIOQUIA","N",2161,"Salud Sura Industriales",202006,2,"Lunes","S",53,"UrgenciasNocovidAntioquia",540.822593852829,2909,0.123724055801293
"2048",2020-06-08,"ANTIOQUIA","N",9955,"Urgencias Molinos",202006,2,"Lunes","S",229,"UrgenciasNocovidAntioquia",540.822593852829,6059,0.257698196665533
"2049",2020-06-08,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202006,2,"Lunes","S",330,"UrgenciasNocovidAntioquia",540.822593852829,8255,0.351097312010888
"2050",2020-06-08,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",202006,2,"Lunes","S",163,"UrgenciasNocovidAntioquia",540.822593852829,2013,0.0856158557332426
"2051",2020-06-08,"ANTIOQUIA","N",143877,"Urgencias San Diego",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",540.822593852829,4276,0.181864579789044
"2052",2020-06-08,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",52.8418706115529,180,0.0297029702970297
"2053",2020-06-08,"ANTIOQUIA","S",9955,"Urgencias Molinos",NA,NA,NA,NA,NA,"Ux_Antioquia",52.8418706115529,2728,0.45016501650165
"2054",2020-06-08,"ANTIOQUIA","S",25987,"Urgencias Cordoba",NA,NA,NA,NA,NA,"Ux_Antioquia",52.8418706115529,3152,0.52013201320132
"2055",2020-06-08,"CENTRO","N",2278,"Salud Sura Calle 100",202006,2,"Lunes","S",29,"UrgenciasNocovidCentro",0.722540344571608,964,1
"2056",2020-06-08,"CENTRO","S",2278,"Salud Sura Calle 100",NA,NA,NA,NA,NA,"Ux_Centro",11.501664623356,117,0.206713780918728
"2057",2020-06-08,"CENTRO","S",143856,"IPS Sura Olaya - Urgencias COVID",NA,NA,NA,NA,NA,"Ux_Centro",11.501664623356,449,0.793286219081272
"2058",2020-06-08,"NORTE","N",121717,"Urgencias Salud SURA Barranquilla",202006,2,"Lunes","S",15,"UrgenciasNocovidNorte",136.473583645448,96,0.0291350531107739
"2059",2020-06-08,"NORTE","N",122078,"Urgencias Altos del Prado",202006,2,"Lunes","S",167,"UrgenciasNocovidNorte",136.473583645448,1454,0.441274658573596
"2060",2020-06-08,"NORTE","N",144080,"Urgencias Altos del Prado - No COVID",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",136.473583645448,1745,0.52959028831563
"2061",2020-06-08,"NORTE","S",121717,"Urgencias Salud SURA Barranquilla",NA,NA,NA,NA,NA,"Ux_Norte",57.763516048684,299,0.0812941816204459
"2062",2020-06-08,"NORTE","S",122078,"Urgencias Altos del Prado",NA,NA,NA,NA,NA,"Ux_Norte",57.763516048684,3379,0.918705818379554
"2063",2020-06-08,"OCCIDENTE","N",1130,"Salud Sura Chipichape",202006,2,"Lunes","S",33,"UrgenciasNocovidOccidente",1.22938175940759,1413,0.134328358208955
"2064",2020-06-08,"OCCIDENTE","N",2669,"Urgencias Paso Ancho",202006,2,"Lunes","S",191,"UrgenciasNocovidOccidente",1.22938175940759,7806,0.742085749595969
"2065",2020-06-08,"OCCIDENTE","N",143633,"Urgencias Norte Confandi",202006,2,"Lunes","S",17,"UrgenciasNocovidOccidente",1.22938175940759,1300,0.123585892195076
"2066",2020-06-08,"OCCIDENTE","S",1130,"Salud Sura Chipichape",NA,NA,NA,NA,NA,"Ux_occidente",13.598165037742,112,0.0471777590564448
"2067",2020-06-08,"OCCIDENTE","S",2669,"Urgencias Paso Ancho",NA,NA,NA,NA,NA,"Ux_occidente",13.598165037742,1630,0.686604886267902
"2068",2020-06-08,"OCCIDENTE","S",143633,"Urgencias Norte Confandi",NA,NA,NA,NA,NA,"Ux_occidente",13.598165037742,632,0.266217354675653
"2069",2020-06-09,"ANTIOQUIA","N",2161,"Salud Sura Industriales",202006,3,"Martes","S",58,"UrgenciasNocovidAntioquia",540.774854518082,2909,0.123724055801293
"2070",2020-06-09,"ANTIOQUIA","N",9955,"Urgencias Molinos",202006,3,"Martes","S",201,"UrgenciasNocovidAntioquia",540.774854518082,6059,0.257698196665533
"2071",2020-06-09,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202006,3,"Martes","S",276,"UrgenciasNocovidAntioquia",540.774854518082,8255,0.351097312010888
"2072",2020-06-09,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",202006,3,"Martes","S",120,"UrgenciasNocovidAntioquia",540.774854518082,2013,0.0856158557332426
"2073",2020-06-09,"ANTIOQUIA","N",143877,"Urgencias San Diego",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",540.774854518082,4276,0.181864579789044
"2074",2020-06-09,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",37.9000229035684,180,0.0297029702970297
"2075",2020-06-09,"ANTIOQUIA","S",9955,"Urgencias Molinos",NA,NA,NA,NA,NA,"Ux_Antioquia",37.9000229035684,2728,0.45016501650165
"2076",2020-06-09,"ANTIOQUIA","S",25987,"Urgencias Cordoba",NA,NA,NA,NA,NA,"Ux_Antioquia",37.9000229035684,3152,0.52013201320132
